Id;DistrictId;Rooms;Square;LifeSquare;KitchenSquare;Floor;HouseFloor;HouseYear;Ecology_1;Social_1;Social_2;Social_3;Healthcare_1;Helthcare_2;Shops_1;free_square;count_rooms_on_the_floor;Shops_A;Shops_B;Ecology_2_A;Ecology_2_B;Ecology_3_A;Ecology_3_B;Price
10155;25;1;-0.9551037;-0.9835678;0.6007021;7;14;1992;-0.41257298;53;13670;4;0.5355532;1;11;-0.6158166;7;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;199916.42
12538;95;1;-1.074497;-1.1269099;0.08414686;2;9;1977;1.867045;27;5664;48;0.5355532;3;11;-0.38036916;2;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;203548.38
2584;58;1;-0.34441692;-0.17849179;-1.2072413;7;9;1977;2.6804702;23;5735;3;0.37232646;0;5;0.4327732;7;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;103698.4
2979;27;1;-1.2018871;-0.7579018;-1.2072413;14;25;2016;-0.39237273;2;629;1;0.5355532;0;0;-0.67057616;14;3.3348482;-3.3348482;-0.09896976;0.09896976;-0.16815954;0.16815954;108871.96
7163;85;3;0.3459046;0.8644107;0.08414686;2;9;1981;-0.6862727;52;11217;1;0.5355532;1;7;-0.40574723;0;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;256683.67
5588;27;1;-0.83693427;-0.17849179;-1.2072413;12;17;1977;-0.39237273;2;629;1;0.5355532;0;0;-0.7988365;12;3.3348482;-3.3348482;-0.09896976;0.09896976;-0.16815954;0.16815954;126210.12
5858;27;2;-0.77616954;0.36595696;-1.2072413;11;17;2014;-0.39237273;2;629;1;0.5355532;0;0;-1.6249564;5;3.3348482;-3.3348482;-0.09896976;0.09896976;-0.16815954;0.16815954;143287.02
6056;6;1;-0.2574064;-0.17849179;-1.465519;12;25;1977;1.0447632;5;1564;0;-1.1351217;0;0;0.78860575;12;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;147028.4
9354;32;2;-0.53228647;-0.46490148;0.08414686;6;9;1971;0.14108858;46;7960;6;-1.6616201;3;11;-0.21375483;3;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;232872.47
4275;44;3;0.44201162;0.323378;0.6007021;8;9;1975;-0.6951412;24;4378;0;0.23931634;1;1;0.5300162;2;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;289185.66
292;94;2;-0.20406343;-0.26650998;0.6007021;10;17;2000;3.386085;25;6149;0;0.5355532;0;0;-0.025886932;5;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;183435.84
14454;75;2;-0.033915352;0.04004723;0.6007021;3;5;1960;0.027162211;29;6566;7;0.5355532;4;0;-0.15111972;1;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;218077.9
11137;6;3;1.1352575;-0.17849179;-1.2072413;12;17;1977;1.0447632;5;1564;0;-1.1351217;0;0;-0.1344474;4;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;223834.44
2337;6;2;-0.32341513;-0.17849179;-1.2072413;4;17;1977;1.0447632;5;1564;0;-1.1351217;0;0;0.48529112;2;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;151179.64
5625;3;2;-0.086404815;-0.36594528;0.6007021;10;17;1986;-0.57097846;43;10621;1;-2.5483541;2;3;0.4469651;5;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;200417.45
16699;144;1;-1.483455;-1.2076032;-0.17413078;5;5;1974;1.5805835;27;5148;14;0.5355532;5;7;-1.1198152;5;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;156983.55
1072;122;2;-0.23459911;-0.38458118;0.6007021;5;10;1994;-0.71722656;66;10573;1;1.031835;3;8;0.10986241;2;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;265016.2
11416;21;2;-0.7576132;-0.5789575;-0.17413078;7;12;1970;0.6354578;47;8004;3;-2.285105;3;5;-0.43407077;3;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;91660.875
2036;47;1;-0.8627256;-0.85359627;0.6007021;3;25;2009;-0.14270838;23;4583;3;0.5355532;3;3;-0.6182982;3;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;199345.33
14951;58;2;0.5339772;2.1633844;-1.2072413;3;17;2015;2.6804702;23;5735;3;0.37232646;0;5;-1.5777241;1;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;149632.48
8773;6;2;0.24067196;1.3130935;-1.2072413;14;17;2014;1.0447632;5;1564;0;-1.1351217;0;0;-0.78367686;7;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;162571.83
13179;23;1;-0.9100803;-0.9815276;0.34242448;8;17;2013;-0.3619477;6;1437;3;0.5355532;0;2;-0.36864316;8;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;78213.74
14008;26;1;-0.38120893;-1.14074;1.375535;6;17;2010;-0.9986406;36;6714;2;0.5355532;0;2;0.6868885;6;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;239534.8
13047;27;3;1.6339061;3.5264597;-1.2072413;7;17;1977;-0.8503701;2;469;0;0.5355532;0;0;-1.2758832;2;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;256736.78
8037;12;2;-0.1253383;-0.13473414;0.6007021;14;17;1993;-0.23574677;74;19083;2;0.5355532;5;15;-0.06575133;7;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;253129.66
16609;5;2;-0.23337464;-0.4386486;0.34242448;16;22;1985;0.26852807;16;3433;4;0.5355532;4;5;0.34830403;8;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;253675.47
455;70;3;0.8767329;0.7116172;0.6007021;18;22;1982;-0.98005825;39;7614;3;0.5355532;1;5;0.91964847;6;3.3348482;-3.3348482;-0.09896976;0.09896976;-0.16815954;0.16815954;408096.4
2486;27;1;-1.219002;-0.8745619;0.6007021;5;12;1988;-0.36493102;11;3097;0;0.5355532;0;0;-1.471554;5;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;107988.81
5368;6;3;1.1686931;2.9960248;-1.465519;7;17;2016;1.0447632;5;1564;0;-1.1351217;0;0;-1.3480673;2;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;158358.9
3163;6;2;0.47497138;-0.17849179;-1.2072413;9;17;1977;1.0447632;5;1564;0;-1.1351217;0;0;2.4817698;4;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;184089.86
501;83;2;2.464201;2.4438322;0.85897976;16;22;1996;-0.9337748;38;4788;2;0.5355532;0;4;1.6392614;8;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;593452.2
12919;94;1;-1.1748563;-1.0217414;0.85897976;11;16;1981;0.07157142;43;8429;3;0.5355532;3;9;-1.2350127;11;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;164912.48
14491;10;1;-1.2753866;-1.1508982;0.34242448;3;9;1972;1.3774247;33;8667;2;0.5355532;0;6;-0.9778793;3;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;91325.37
3264;1;2;0.31880742;-0.17849179;-1.2072413;22;24;1977;-0.9387989;1;264;0;0.5355532;0;1;2.0912597;11;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;210243.5
10271;27;3;0.9229435;0.17595948;1.6338127;8;17;2002;-0.36493102;11;3097;0;0.5355532;0;0;1.4444807;2;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;192330.47
8569;23;2;-0.20340775;-0.17849179;-1.465519;1;17;1977;-0.9501825;1;388;0;0.5355532;0;0;0.9236371;0;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;75312.31
1914;94;1;-0.8499175;-0.96362346;0.85897976;6;16;1977;3.386085;25;6149;0;0.5355532;0;0;-0.5268625;6;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;148786.02
14034;6;1;0.444089;0.7160096;-1.2072413;4;25;2015;1.0447632;5;1564;0;-1.1351217;0;0;0.7976227;4;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;126650.69
16329;27;3;1.4101381;0.49800494;-1.465519;9;17;1977;-0.8503701;2;469;0;0.5355532;0;0;-0.1344474;3;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;230319.67
874;83;2;0.07100917;-0.09685173;1.375535;4;7;1998;-0.9337748;38;4788;2;0.5355532;0;4;-0.057561327;2;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;230628.88
6003;1;1;-0.839475;-0.17849179;-1.2072413;8;17;1977;-0.9387989;1;264;0;0.5355532;0;1;-0.80518985;8;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;166481.34
12577;83;3;0.34217232;0.44589576;0.6007021;9;9;1977;-0.15461172;43;7227;0;0.5355532;1;6;0.06025736;3;3.3348482;-3.3348482;-0.09896976;0.09896976;-0.16815954;0.16815954;127990.15
10197;66;3;1.7922425;2.3077755;0.85897976;12;14;1976;-0.060747508;50;12238;8;0.5355532;2;3;0.20335314;4;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;363009.53
482;62;1;-1.09565;-1.5033721;1.1172574;7;9;2017;-0.39237273;2;629;1;0.5355532;0;0;-0.3099745;7;3.3348482;-3.3348482;-0.09896976;0.09896976;-0.16815954;0.16815954;157624.84
10224;6;1;-0.83620185;-0.17849179;-1.2072413;12;17;1977;1.0447632;5;1564;0;-1.1351217;0;0;-0.79700464;12;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;132007.75
2552;147;2;-0.66945386;-0.56365;-0.17413078;6;9;1966;1.6883968;25;4756;16;0.5355532;5;8;-0.24111536;3;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;244785.34
13673;1;2;0.5922778;-0.17849179;-1.2072413;5;17;1977;-0.9387989;1;264;0;0.5355532;0;1;2.7751107;2;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;231354.9
3561;53;2;-0.8032931;0.10924516;-0.17413078;7;9;1970;1.6389527;22;4625;11;0.5355532;2;10;-1.7846167;3;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;216373.2
91;46;3;0.42974782;0.16928573;0.6007021;7;9;1976;-0.9986406;47;11319;0;0.5413602;3;5;0.7761666;2;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;285774.66
15312;96;2;-0.21939391;-0.24410288;0.6007021;9;17;1995;-0.65318114;53;14892;4;0.5355532;1;4;-0.10447606;4;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;210166.23
11526;27;1;-0.24183;-0.17849179;-1.2072413;8;17;1977;-0.9007227;4;915;0;0.5355532;0;0;0.68930626;8;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;107604.266
10725;53;3;1.1063541;0.78235406;1.1172574;13;16;1985;-0.58158845;34;7759;0;-1.9969164;1;3;1.0902731;4;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;379135.56
5560;6;1;1.565498;2.2401955;-1.2072413;13;17;2018;1.0447632;5;1564;0;-1.1351217;0;0;0.86375374;13;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;194853.33
9103;23;2;-0.24328944;-0.09525646;0.85897976;3;17;2013;-0.3619477;6;1437;3;0.5355532;0;2;-0.56987447;1;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;132721.5
12330;74;2;1.2182198;2.6712666;-1.2072413;9;17;2016;-0.3619477;6;1437;3;0.5355532;0;2;-0.7790597;4;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;260835.77
9700;30;1;-0.9094039;0.26662832;-1.2072413;15;17;2015;-0.997984;22;6398;141;0.26702678;3;23;-1.77969;4;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;142079.36
6441;52;3;1.5982852;3.8636436;-1.465519;15;17;1977;2.1197524;34;7065;1;-0.55320233;2;5;-1.8324387;5;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;204462.98
8531;1;1;-0.7766728;-0.17849179;-1.2072413;13;17;1977;-0.9387989;1;264;0;0.5355532;0;1;-0.6481437;13;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;147308.0
8042;58;2;0.24806209;-0.17849179;-1.465519;3;17;1977;2.6804702;23;5735;3;0.37232646;0;5;2.052601;1;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;188088.05
10862;6;1;-0.81658316;-0.17849179;0.34242448;12;17;1977;1.0447632;5;1564;0;-1.1351217;0;0;-1.5774482;12;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;122381.65
5890;23;1;-0.49235624;-0.5773298;0.6007021;13;15;2015;-0.70746034;0;168;0;0.5355532;0;0;-0.18843396;13;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;62819.168
1750;6;1;-0.93797845;-0.17849179;-1.2072413;8;17;1977;1.0447632;5;1564;0;-1.1351217;0;0;-1.051512;8;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;118665.85
7905;60;1;-1.2262192;-1.0316664;-0.17413078;3;8;1960;0.83668965;21;4472;6;1.3865286;4;7;-0.79262125;3;3.3348482;-3.3348482;-0.09896976;0.09896976;-0.16815954;0.16815954;205710.56
4081;55;2;-0.14485365;-0.088256255;0.85897976;17;17;1987;-0.65108824;31;5569;0;0.5355532;1;4;-0.3362969;8;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;239628.45
8387;99;2;-0.6288916;-0.3340096;0.08414686;10;17;1972;-0.89496934;35;5776;1;0.5355532;2;4;-0.6904701;5;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;181197.7
4059;1;2;-0.194361;-0.17849179;-1.2072413;8;17;1977;-0.9387989;1;264;0;0.5355532;0;1;0.80800927;4;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;186016.22
1920;57;2;-0.5631277;-0.36482045;-0.17413078;3;5;1962;0.120634355;49;11395;3;1.2646027;3;4;-0.3324172;1;3.3348482;-3.3348482;-0.09896976;0.09896976;-0.16815954;0.16815954;188071.92
2011;26;1;-1.1311007;-1.2211716;0.85897976;17;17;1980;-0.9986406;36;6714;2;0.5355532;0;2;-0.76733017;4;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;217739.56
1065;27;2;0.27723917;-0.17849179;-1.2072413;2;4;1977;-0.9007227;4;915;0;0.5355532;0;0;1.9873122;1;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;199264.12
10611;29;2;3.8272872;3.5329926;1.375535;7;17;2012;-0.41335455;31;6119;4;0.5355532;1;2;2.8147368;3;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;293413.0
9109;1;1;-1.1819341;-1.482453;0.85897976;6;17;2009;-0.78347254;33;5261;0;-1.966435;3;1;-0.4250694;6;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;89915.72
11585;23;1;-0.7467299;-0.17849179;-1.2072413;18;25;1977;-0.3619477;6;1437;3;0.5355532;0;2;-0.57326764;4;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;137057.73
13045;52;1;-0.83222806;-0.9254532;0.34242448;8;17;2010;2.1197524;34;7065;1;-0.55320233;2;5;-0.27469742;8;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;164924.31
3863;69;1;-1.0437506;-0.48180342;0.6007021;12;17;1998;-0.9903112;33;6783;3;0.5355532;1;9;-1.738881;12;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;200664.38
242;36;1;-0.97351646;-0.90684843;1.1172574;16;22;2012;-0.26246524;8;1497;5;0.5355532;1;0;-1.076183;4;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;252965.92
5417;150;2;-0.6335803;0.035071492;-0.17413078;5;9;1966;-0.824372;24;5613;5;1.0817138;2;5;-1.2269768;2;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;181662.08
6822;97;2;-0.07249179;-0.8021287;1.1172574;8;16;1982;1.5805835;27;5148;14;0.5355532;5;7;0.9888343;4;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;299346.53
11145;8;2;-0.74610776;-0.27318564;-0.43240845;3;5;1967;2.8509405;26;4439;1;0.4997945;1;5;-0.8163511;1;-0.29986376;0.29986376;-0.09896976;0.09896976;5.9467335;-5.9467335;160868.81
14005;25;1;-1.4601356;-1.0222298;-1.2072413;17;17;2015;-0.41257298;53;13670;4;0.5355532;1;11;-0.84151304;4;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;145436.42
3048;27;1;-0.7089469;-1.1139648;0.6007021;8;14;1977;-0.65318114;53;14892;4;0.5355532;1;4;0.23398452;8;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;143385.61
8890;22;2;-0.08815;0.050891746;0.6007021;3;5;1960;-0.0026897993;30;6207;1;0.64665985;1;0;-0.3062232;1;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;231185.11
4297;99;3;1.2895796;1.2987876;0.6007021;11;25;2004;-0.89496934;35;5776;1;0.5355532;2;4;0.89721197;3;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;380162.28
864;66;2;-0.031675816;-0.08304596;0.85897976;17;17;1989;-0.060747508;50;12238;8;0.5355532;2;3;-0.06264043;8;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;278015.4
771;5;1;-0.98763895;-1.0921593;0.6007021;10;14;1987;0.26852807;16;3433;4;0.5355532;4;5;-0.5020968;10;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;195198.34
14932;23;2;0.263571;-0.021941189;1.375535;2;17;2016;-0.3619477;6;1437;3;0.5355532;0;2;0.28939396;1;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;120116.766
12524;26;3;0.42786956;0.9103111;0.85897976;7;12;1967;-0.9986406;36;6714;2;0.5355532;0;2;-0.6979903;2;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;295961.3
16423;6;3;1.2372277;-0.17849179;-1.2072413;7;17;1977;1.0447632;5;1564;0;-1.1351217;0;0;-0.1344474;2;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;213678.2
4541;78;1;-0.95054173;-0.98324955;0.6007021;3;17;2001;-0.22321486;21;4346;2;-2.1742632;1;2;-0.6049799;3;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;172602.19
457;3;3;1.0732274;0.72778976;1.1172574;4;17;1983;-0.57097846;43;10621;1;-2.5483541;2;3;1.1054568;1;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;246071.3
10263;74;3;-0.24183;-0.17849179;-1.2072413;2;3;1977;1.6016023;35;7715;4;0.11184832;0;6;0.68930626;0;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;195831.98
15308;27;1;0.34327576;0.50227463;1.1172574;4;17;2018;0.7775519;9;1892;0;0.5355532;0;1;-0.31476632;4;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;100958.336
14472;66;3;2.6543403;1.5780711;1.8920903;4;17;2014;-0.060747508;50;12238;8;0.5355532;2;3;3.1170206;1;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;131970.58
10963;8;3;0.14468388;0.66783166;-0.17413078;4;5;1969;2.8509405;26;4439;1;0.4997945;1;5;-0.41753453;1;-0.29986376;0.29986376;-0.09896976;0.09896976;5.9467335;-5.9467335;213219.52
5577;79;2;-0.5833308;-0.49062875;0.08414686;2;12;1985;1.5846936;30;5048;9;-1.7308962;2;5;-0.29518127;1;-0.29986376;0.29986376;-0.09896976;0.09896976;5.9467335;-5.9467335;226468.3
10127;103;3;0.4750701;0.7006547;0.08414686;6;9;1971;-0.9927666;14;3369;24;0.5355532;0;3;0.21142726;2;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;298194.5
1598;142;2;-0.45008042;-0.12892964;-0.17413078;3;5;1967;-0.56222355;17;4017;7;-0.4146501;2;0;-0.47349086;1;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;164148.62
12248;42;2;0.123664185;-0.12606323;1.375535;7;12;2004;0.33096758;21;5731;0;0.5355532;1;0;0.12658666;3;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;221027.67
7155;33;1;-1.4157386;-0.94807094;-1.465519;4;8;1977;0.9851421;16;3893;27;0.5355532;3;10;-0.72546387;4;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;152656.52
14469;1;2;0.42809817;-0.17849179;-1.2072413;6;17;1977;-0.9387989;1;264;0;0.5355532;0;1;2.3645563;3;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;194953.28
11091;45;1;-0.8962265;-1.0099412;0.08414686;5;5;1958;-0.8774577;19;3806;4;0.5355532;0;3;-0.14470647;5;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;184792.78
16130;119;1;-1.3477489;-1.0519118;-0.17413078;5;5;1962;-0.9902776;42;7651;1;0.5355532;1;5;-1.0601538;5;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;116532.9
3083;177;2;-0.44829875;0.20228665;-0.17413078;8;9;1966;0.64631134;23;5212;6;0.5355532;3;2;-1.0640466;4;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;200268.23
14597;81;3;0.5387511;0.7972833;0.85897976;6;12;1976;1.6883968;25;4756;16;0.5355532;5;8;-0.21766722;2;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;343789.2
2371;27;2;1.7665862;2.2421184;0.08414686;4;17;2014;-0.8503701;2;469;0;0.5355532;0;0;0.67189604;2;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;189244.25
16180;9;1;-0.6121152;-1.0381175;0.6007021;9;14;1991;0.35854876;25;5648;1;-2.5483541;2;4;0.3398709;9;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;143825.67
12298;53;1;-1.2040889;-0.99623746;0.85897976;5;12;1967;-0.58158845;34;7759;0;-1.9969164;1;3;-1.3539293;5;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;221299.45
12415;66;2;-0.32252115;-0.42876774;0.85897976;7;12;1977;-0.060747508;50;12238;8;0.5355532;2;3;-0.16887093;3;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;274720.12
12813;9;2;0.10610639;-0.29878652;1.375535;4;10;2004;1.607652;11;2748;1;0.5355532;0;0;0.39296842;2;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;214988.8
2259;6;3;1.2272513;-0.17849179;-1.2072413;4;17;1977;1.0447632;5;1564;0;-1.1351217;0;0;-0.1344474;1;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;213692.83
15766;97;1;-0.84901315;-0.91926724;1.1172574;4;16;1982;1.5805835;27;5148;14;0.5355532;5;7;-0.7425349;4;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;188707.73
7563;46;2;-0.43703905;-0.18949102;-0.17413078;3;5;1963;0.5875202;31;6137;4;0.5355532;0;1;-0.33208442;1;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;169181.02
15076;83;1;-1.089157;-0.76780933;0.08414686;8;9;1989;-0.9337748;38;4788;2;0.5355532;0;4;-1.0621326;8;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;180730.84
10688;1;2;0.55440956;-0.17849179;-1.2072413;3;17;1977;-0.9387989;1;264;0;0.5355532;0;1;2.6804154;1;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;204163.6
14339;62;1;-0.4193507;-0.41813064;1.375535;9;17;2017;-0.39237273;2;629;1;0.5355532;0;0;-0.7066169;9;3.3348482;-3.3348482;-0.09896976;0.09896976;-0.16815954;0.16815954;116391.73
15193;195;3;1.0325892;0.7520334;0.85897976;5;7;1917;-0.8724687;17;3079;59;0.5355532;0;8;1.0985335;1;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;486057.12
5597;45;2;0.25538853;0.1667255;-1.2072413;3;16;2017;0.64631134;23;5212;6;0.5355532;3;2;1.3125082;1;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;412110.9
4416;131;3;0.79949987;1.0314192;0.08414686;7;16;1969;-0.9986406;23;3684;2;0.5355532;0;4;0.4285109;2;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;479685.5
2051;101;2;-0.2631783;-0.20024687;0.34242448;6;12;1986;0.8987402;41;6558;7;0.5355532;3;2;-0.15449919;3;-0.29986376;0.29986376;10.104097;-10.104097;-0.16815954;0.16815954;261605.39
9377;90;1;-1.3438073;-0.9829873;-0.17413078;1;5;1967;1.2286339;37;5288;0;0.5355532;3;2;-1.1741165;1;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;140783.77
9105;80;2;-0.46762323;-0.3127132;0.08414686;4;12;1977;-0.9986406;39;8647;0;-0.38693967;0;5;-0.32545283;2;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;237651.05
12229;180;2;1.0612609;0.9947301;2.150368;6;17;1918;-0.6851079;32;6748;93;-1.0741587;4;10;0.042987525;3;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;431701.9
8448;87;1;-0.7571129;-1.0688775;0.6007021;9;17;1988;-0.15461172;43;7227;0;0.5355532;1;6;0.032541506;9;3.3348482;-3.3348482;-0.09896976;0.09896976;-0.16815954;0.16815954;168701.11
16247;9;3;1.67012;0.87297416;1.1172574;16;22;1988;0.14608479;11;2370;0;0.5355532;0;1;2.3372555;5;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;291448.1
8425;63;1;-1.0699689;-1.1568502;0.6007021;13;16;1982;1.0062201;26;3889;6;-0.6778993;3;6;-0.5917615;13;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;178800.28
11257;53;2;1.1625605;1.6924174;-1.2072413;5;9;2017;-0.58158845;34;7759;0;-1.9969164;1;3;0.8402026;2;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;242625.97
12650;8;2;0.00470242;-0.34233952;0.6007021;17;17;1983;2.8509405;26;4439;1;0.4997945;1;5;0.63238496;8;-0.29986376;0.29986376;-0.09896976;0.09896976;5.9467335;-5.9467335;241626.16
